2020-10-30T02:53:30.425157+00:00,app[web.1]:,AB_TESTING:,A,1604026408176,1604026410392,mp2,ddkwazv
2020-10-30T02:53:30.585085+00:00,app[web.1]:,AB_TESTING:,A,1604026408176,1604026410557,mp2,ddkwazv
2020-10-30T02:53:30.739566+00:00,app[web.1]:,AB_TESTING:,A,1604026408176,1604026410715,mp2,ddkwazv
2020-10-30T02:53:31.315528+00:00,app[web.1]:,AB_TESTING:,A,1604026408176,1604026411284,mp3,ddkwazv
2020-10-30T02:53:31.458789+00:00,app[web.1]:,AB_TESTING:,A,1604026408176,1604026411431,mp3,ddkwazv
2020-10-30T02:53:31.613948+00:00,app[web.1]:,AB_TESTING:,A,1604026408176,1604026411589,mp3,ddkwazv
2020-10-30T02:53:32.573431+00:00,app[web.1]:,AB_TESTING:,A,1604026408176,1604026412540,mp4,ddkwazv
2020-10-30T02:53:32.740538+00:00,app[web.1]:,AB_TESTING:,A,1604026408176,1604026412713,mp4,ddkwazv
2020-10-30T02:53:32.935606+00:00,app[web.1]:,AB_TESTING:,A,1604026408176,1604026412909,mp4,ddkwazv
2020-10-30T02:53:33.111585+00:00,app[web.1]:,AB_TESTING:,A,1604026408176,1604026413083,mp4,ddkwazv
2020-10-30T02:53:33.293290+00:00,app[web.1]:,AB_TESTING:,A,1604026408176,1604026413266,mp4,ddkwazv
2020-10-30T02:53:34.093613+00:00,app[web.1]:,AB_TESTING:,C,1604026414066,0,0,ddkwazv
2020-10-30T02:53:38.776317+00:00,app[web.1]:,AB_TESTING:,A,1604026418747,0,0,raxwcwaci
2020-10-30T02:53:40.128771+00:00,app[web.1]:,AB_TESTING:,A,1604026418747,1604026420093,mp1,raxwcwaci
2020-10-30T02:53:40.294224+00:00,app[web.1]:,AB_TESTING:,A,1604026418747,1604026420259,mp1,raxwcwaci
2020-10-30T02:53:40.429632+00:00,app[web.1]:,AB_TESTING:,A,1604026418747,1604026420400,mp1,raxwcwaci
2020-10-30T02:53:41.085706+00:00,app[web.1]:,AB_TESTING:,A,1604026418747,1604026421046,mp2,raxwcwaci
2020-10-30T02:53:41.246797+00:00,app[web.1]:,AB_TESTING:,A,1604026418747,1604026421220,mp2,raxwcwaci
2020-10-30T02:53:41.412208+00:00,app[web.1]:,AB_TESTING:,A,1604026418747,1604026421383,mp2,raxwcwaci
2020-10-30T02:53:42.028522+00:00,app[web.1]:,AB_TESTING:,A,1604026418747,1604026421999,mp3,raxwcwaci
2020-10-30T02:53:42.345123+00:00,app[web.1]:,AB_TESTING:,A,1604026418747,1604026422313,mp3,raxwcwaci
2020-10-30T02:53:43.204406+00:00,app[web.1]:,AB_TESTING:,A,1604026418747,1604026423172,mp4,raxwcwaci
2020-10-30T02:53:43.372954+00:00,app[web.1]:,AB_TESTING:,A,1604026418747,1604026423344,mp4,raxwcwaci
